UNIXTime,Data,Time,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet
1474980920,9/27/2016 12:00:00 AM,02:55:20,1.21,46,30.37,74,188.81,7.87,06:13:00,18:15:00
1474980623,9/27/2016 12:00:00 AM,02:50:23,1.23,46,30.37,73,171.95,5.62,06:13:00,18:15:00
1474980322,9/27/2016 12:00:00 AM,02:45:22,1.21,47,30.37,73,174.19,6.75,06:13:00,18:15:00
1474980020,9/27/2016 12:00:00 AM,02:40:20,1.24,47,30.37,74,166.65,5.62,06:13:00,18:15:00
1474979721,9/27/2016 12:00:00 AM,02:35:21,1.17,48,30.37,74,175.51,5.62,06:13:00,18:15:00
1474979421,9/27/2016 12:00:00 AM,02:30:21,1.22,48,30.37,72,185.07,7.87,06:13:00,18:15:00
1474979121,9/27/2016 12:00:00 AM,02:25:21,1.19,48,30.37,75,181.16,10.12,06:13:00,18:15:00
1474978819,9/27/2016 12:00:00 AM,02:20:19,1.22,48,30.37,81,184.98,5.62,06:13:00,18:15:00
1474978525,9/27/2016 12:00:00 AM,02:15:25,1.24,48,30.37,84,175.26,9,06:13:00,18:15:00
1474978222,9/27/2016 12:00:00 AM,02:10:22,1.25,48,30.37,84,175.33,4.5,06:13:00,18:15:00
1474977923,9/27/2016 12:00:00 AM,02:05:23,1.21,48,30.37,84,176.7,6.75,06:13:00,18:15:00
1474977622,9/27/2016 12:00:00 AM,02:00:22,1.23,48,30.37,83,124,7.87,06:13:00,18:15:00
1474977320,9/27/2016 12:00:00 AM,01:55:20,1.22,48,30.37,83,163.14,3.37,06:13:00,18:15:00
1474977022,9/27/2016 12:00:00 AM,01:50:22,1.21,47,30.38,83,178.18,7.87,06:13:00,18:15:00
1474976720,9/27/2016 12:00:00 AM,01:45:20,1.24,47,30.38,83,172.67,7.87,06:13:00,18:15:00
1474976422,9/27/2016 12:00:00 AM,01:40:22,1.23,47,30.38,82,148.2,6.75,06:13:00,18:15:00
1474976122,9/27/2016 12:00:00 AM,01:35:22,1.19,48,30.38,83,194.22,6.75,06:13:00,18:15:00
1474975822,9/27/2016 12:00:00 AM,01:30:22,1.2,47,30.38,82,194.72,11.25,06:13:00,18:15:00
1474975518,9/27/2016 12:00:00 AM,01:25:18,1.22,47,30.38,81,197.39,9,06:13:00,18:15:00
1474975221,9/27/2016 12:00:00 AM,01:20:21,1.26,47,30.38,80,185.16,5.62,06:13:00,18:15:00
1474974925,9/27/2016 12:00:00 AM,01:15:25,1.23,47,30.39,76,169.69,5.62,06:13:00,18:15:00
1474974625,9/27/2016 12:00:00 AM,01:10:25,1.21,47,30.39,75,176.66,6.75,06:13:00,18:15:00
1474973724,9/27/2016 12:00:00 AM,00:55:24,1.21,46,30.39,77,178.51,3.37,06:13:00,18:15:00
1474973424,9/27/2016 12:00:00 AM,00:50:24,1.23,46,30.4,78,182.8,3.37,06:13:00,18:15:00
1474973119,9/27/2016 12:00:00 AM,00:45:19,1.22,46,30.4,79,172.2,3.37,06:13:00,18:15:00
1474972821,9/27/2016 12:00:00 AM,00:40:21,1.23,46,30.4,79,182.66,5.62,06:13:00,18:15:00
1474972520,9/27/2016 12:00:00 AM,00:35:20,1.21,46,30.4,78,173.85,2.25,06:13:00,18:15:00
1474972223,9/27/2016 12:00:00 AM,00:30:23,1.22,46,30.4,79,173.87,6.75,06:13:00,18:15:00
1474971920,9/27/2016 12:00:00 AM,00:25:20,1.21,46,30.4,79,173.86,4.5,06:13:00,18:15:00
1474970724,9/27/2016 12:00:00 AM,00:05:24,1.19,46,30.4,79,175.68,4.5,06:13:00,18:15:00
1474970423,9/27/2016 12:00:00 AM,00:00:23,1.2,46,30.41,78,173.8,5.62,06:13:00,18:15:00
1474970126,9/26/2016 12:00:00 AM,23:55:26,1.23,46,30.41,77,170.77,4.5,06:12:00,18:15:00
1474969821,9/26/2016 12:00:00 AM,23:50:21,1.19,46,30.41,74,178.44,4.5,06:12:00,18:15:00
1474969526,9/26/2016 12:00:00 AM,23:45:26,1.24,47,30.41,69,169.71,4.5,06:12:00,18:15:00
1474969225,9/26/2016 12:00:00 AM,23:40:25,1.21,47,30.41,67,172.56,3.37,06:12:00,18:15:00
1474968923,9/26/2016 12:00:00 AM,23:35:23,1.21,47,30.41,67,150.45,5.62,06:12:00,18:15:00
1474968621,9/26/2016 12:00:00 AM,23:30:21,1.23,47,30.41,69,171.8,5.62,06:12:00,18:15:00
1474968321,9/26/2016 12:00:00 AM,23:25:21,1.18,47,30.41,69,160.75,4.5,06:12:00,18:15:00
1474968023,9/26/2016 12:00:00 AM,23:20:23,1.23,47,30.41,71,124.19,2.25,06:12:00,18:15:00
1474967719,9/26/2016 12:00:00 AM,23:15:19,1.19,47,30.41,70,150.78,4.5,06:12:00,18:15:00
1474967422,9/26/2016 12:00:00 AM,23:10:22,1.24,47,30.41,66,147.53,5.62,06:12:00,18:15:00
1474967119,9/26/2016 12:00:00 AM,23:05:19,1.22,47,30.42,64,156.35,5.62,06:12:00,18:15:00
1474966828,9/26/2016 12:00:00 AM,23:00:28,1.24,47,30.42,64,137.95,4.5,06:12:00,18:15:00
1474966519,9/26/2016 12:00:00 AM,22:55:19,1.2,48,30.42,64,158.9,4.5,06:12:00,18:15:00
1474966220,9/26/2016 12:00:00 AM,22:50:20,1.21,48,30.42,62,111.83,2.25,06:12:00,18:15:00
1474965920,9/26/2016 12:00:00 AM,22:45:20,1.19,48,30.42,62,98.36,4.5,06:12:00,18:15:00
1474965619,9/26/2016 12:00:00 AM,22:40:19,1.23,48,30.42,61,94.26,3.37,06:12:00,18:15:00
1474965323,9/26/2016 12:00:00 AM,22:35:23,1.24,48,30.43,60,170.29,3.37,06:12:00,18:15:00
1474965028,9/26/2016 12:00:00 AM,22:30:28,1.25,48,30.43,60,162.35,3.37,06:12:00,18:15:00
1474964746,9/26/2016 12:00:00 AM,22:25:46,1.22,48,30.43,60,130.79,5.62,06:12:00,18:15:00
1474964422,9/26/2016 12:00:00 AM,22:20:22,1.24,47,30.42,62,150.91,5.62,06:12:00,18:15:00
1474964123,9/26/2016 12:00:00 AM,22:15:23,1.26,47,30.43,64,151.1,6.75,06:12:00,18:15:00
1474963824,9/26/2016 12:00:00 AM,22:10:24,1.26,47,30.43,68,176.98,5.62,06:12:00,18:15:00
1474963519,9/26/2016 12:00:00 AM,22:05:19,1.21,48,30.43,67,161.98,9,06:12:00,18:15:00
1474963221,9/26/2016 12:00:00 AM,22:00:21,1.25,48,30.43,66,155.13,4.5,06:12:00,18:15:00
1474962918,9/26/2016 12:00:00 AM,21:55:18,1.24,48,30.43,63,114.4,3.37,06:12:00,18:15:00
1474962619,9/26/2016 12:00:00 AM,21:50:19,1.21,48,30.43,59,75.79,3.37,06:12:00,18:15:00
1474962323,9/26/2016 12:00:00 AM,21:45:23,1.23,49,30.43,57,48.5,4.5,06:12:00,18:15:00
1474962024,9/26/2016 12:00:00 AM,21:40:24,1.21,49,30.43,56,99.45,3.37,06:12:00,18:15:00
1474961418,9/26/2016 12:00:00 AM,21:30:18,1.2,49,30.43,56,154.74,1.12,06:12:00,18:15:00
1474961123,9/26/2016 12:00:00 AM,21:25:23,1.19,48,30.43,55,162.28,3.37,06:12:00,18:15:00
1474960821,9/26/2016 12:00:00 AM,21:20:21,1.23,48,30.43,56,150.34,5.62,06:12:00,18:15:00
1474960520,9/26/2016 12:00:00 AM,21:15:20,1.23,48,30.43,57,172.26,4.5,06:12:00,18:15:00
1474960222,9/26/2016 12:00:00 AM,21:10:22,1.21,48,30.43,56,149.16,3.37,06:12:00,18:15:00
1474959926,9/26/2016 12:00:00 AM,21:05:26,1.21,48,30.43,57,138.9,3.37,06:12:00,18:15:00
1474959619,9/26/2016 12:00:00 AM,21:00:19,1.24,49,30.43,57,100.12,3.37,06:12:00,18:15:00
1474959324,9/26/2016 12:00:00 AM,20:55:24,1.24,49,30.43,56,126.17,4.5,06:12:00,18:15:00
1474959024,9/26/2016 12:00:00 AM,20:50:24,1.24,49,30.43,56,111.95,12.37,06:12:00,18:15:00
1474958719,9/26/2016 12:00:00 AM,20:45:19,1.21,49,30.43,56,118.15,10.12,06:12:00,18:15:00
1474958420,9/26/2016 12:00:00 AM,20:40:20,1.2,49,30.43,56,105.61,11.25,06:12:00,18:15:00
1474958124,9/26/2016 12:00:00 AM,20:35:24,1.24,49,30.42,57,136.74,9,06:12:00,18:15:00
1474957835,9/26/2016 12:00:00 AM,20:30:35,1.19,49,30.42,57,111.24,5.62,06:12:00,18:15:00
1474957526,9/26/2016 12:00:00 AM,20:25:26,1.23,49,30.42,58,148.46,4.5,06:12:00,18:15:00
1474957219,9/26/2016 12:00:00 AM,20:20:19,1.24,49,30.42,58,147.39,9,06:12:00,18:15:00
1474956920,9/26/2016 12:00:00 AM,20:15:20,1.2,49,30.42,61,169.58,4.5,06:12:00,18:15:00
1474956621,9/26/2016 12:00:00 AM,20:10:21,1.18,49,30.42,63,154.28,2.25,06:12:00,18:15:00
1474956322,9/26/2016 12:00:00 AM,20:05:22,1.22,49,30.42,65,163.41,6.75,06:12:00,18:15:00
1474956020,9/26/2016 12:00:00 AM,20:00:20,1.24,49,30.42,66,77.55,10.12,06:12:00,18:15:00
1474955721,9/26/2016 12:00:00 AM,19:55:21,1.24,49,30.42,66,134.67,4.5,06:12:00,18:15:00
1474955431,9/26/2016 12:00:00 AM,19:50:31,1.22,49,30.42,66,140.94,9,06:12:00,18:15:00
1474955119,9/26/2016 12:00:00 AM,19:45:19,1.24,49,30.42,67,142.52,10.12,06:12:00,18:15:00
1474954822,9/26/2016 12:00:00 AM,19:40:22,1.21,49,30.41,67,107.91,9,06:12:00,18:15:00
1474954519,9/26/2016 12:00:00 AM,19:35:19,1.21,49,30.41,68,136.67,4.5,06:12:00,18:15:00
1474954220,9/26/2016 12:00:00 AM,19:30:20,1.2,49,30.41,68,116.51,5.62,06:12:00,18:15:00
1474953923,9/26/2016 12:00:00 AM,19:25:23,1.21,49,30.41,68,84.75,6.75,06:12:00,18:15:00
1474953624,9/26/2016 12:00:00 AM,19:20:24,1.21,49,30.41,69,124.03,4.5,06:12:00,18:15:00
1474953320,9/26/2016 12:00:00 AM,19:15:20,1.23,49,30.41,68,132.29,6.75,06:12:00,18:15:00
1474953021,9/26/2016 12:00:00 AM,19:10:21,1.21,49,30.41,70,127.99,7.87,06:12:00,18:15:00
1474952727,9/26/2016 12:00:00 AM,19:05:27,1.22,49,30.41,69,87.77,4.5,06:12:00,18:15:00
1474952421,9/26/2016 12:00:00 AM,19:00:21,1.21,49,30.4,68,107.19,9,06:12:00,18:15:00
1474952125,9/26/2016 12:00:00 AM,18:55:25,1.23,49,30.4,69,100.35,4.5,06:12:00,18:15:00
1474951819,9/26/2016 12:00:00 AM,18:50:19,1.23,50,30.4,68,64.43,4.5,06:12:00,18:15:00
1474951520,9/26/2016 12:00:00 AM,18:45:20,1.22,50,30.4,69,327.69,4.5,06:12:00,18:15:00
1474951220,9/26/2016 12:00:00 AM,18:40:20,1.22,50,30.4,70,81.45,5.62,06:12:00,18:15:00
1474950920,9/26/2016 12:00:00 AM,18:35:20,1.22,50,30.39,73,49.53,2.25,06:12:00,18:15:00
1474950619,9/26/2016 12:00:00 AM,18:30:19,1.22,50,30.39,75,104.11,6.75,06:12:00,18:15:00
1474950322,9/26/2016 12:00:00 AM,18:25:22,1.78,50,30.39,78,58.86,11.25,06:12:00,18:15:00
1474950020,9/26/2016 12:00:00 AM,18:20:20,3.25,50,30.39,80,68.68,4.5,06:12:00,18:15:00
1474949720,9/26/2016 12:00:00 AM,18:15:20,5.31,50,30.39,81,67.66,4.5,06:12:00,18:15:00
1474949419,9/26/2016 12:00:00 AM,18:10:19,7.65,51,30.39,84,79.54,6.75,06:12:00,18:15:00
1474949121,9/26/2016 12:00:00 AM,18:05:21,10.51,52,30.39,84,86.63,4.5,06:12:00,18:15:00
1474948824,9/26/2016 12:00:00 AM,18:00:24,19.49,52,30.39,86,128.64,5.62,06:12:00,18:15:00
1474948521,9/26/2016 12:00:00 AM,17:55:21,24.43,53,30.39,87,88.1,4.5,06:12:00,18:15:00
1474948219,9/26/2016 12:00:00 AM,17:50:19,34.23,53,30.39,86,85.26,4.5,06:12:00,18:15:00
1474947921,9/26/2016 12:00:00 AM,17:45:21,50.53,53,30.39,84,45.16,4.5,06:12:00,18:15:00
1474947620,9/26/2016 12:00:00 AM,17:40:20,69.38,53,30.39,86,85.51,3.37,06:12:00,18:15:00
1474947319,9/26/2016 12:00:00 AM,17:35:19,112.88,53,30.39,87,24.05,7.87,06:12:00,18:15:00
1474947022,9/26/2016 12:00:00 AM,17:30:22,191.21,53,30.39,86,1.09,5.62,06:12:00,18:15:00
1474946720,9/26/2016 12:00:00 AM,17:25:20,158.22,54,30.38,86,42.52,13.5,06:12:00,18:15:00
1474946419,9/26/2016 12:00:00 AM,17:20:19,267.71,54,30.39,85,94.13,2.25,06:12:00,18:15:00
1474946119,9/26/2016 12:00:00 AM,17:15:19,225.93,55,30.38,84,48.11,6.75,06:12:00,18:15:00
1474945822,9/26/2016 12:00:00 AM,17:10:22,309.28,55,30.38,83,36.69,4.5,06:12:00,18:15:00
1474945521,9/26/2016 12:00:00 AM,17:05:21,306.22,55,30.39,82,14.8,10.12,06:12:00,18:15:00
1474945227,9/26/2016 12:00:00 AM,17:00:27,296.86,56,30.38,83,44.17,7.87,06:12:00,18:15:00
1474944932,9/26/2016 12:00:00 AM,16:55:32,202.95,56,30.39,82,8.3,11.25,06:12:00,18:15:00
1474944618,9/26/2016 12:00:00 AM,16:50:18,325.99,56,30.38,77,4.26,5.62,06:12:00,18:15:00
1474944322,9/26/2016 12:00:00 AM,16:45:22,347.04,57,30.39,74,0.11,6.75,06:12:00,18:15:00
1474944020,9/26/2016 12:00:00 AM,16:40:20,368.73,57,30.39,73,89.46,4.5,06:12:00,18:15:00
1474943723,9/26/2016 12:00:00 AM,16:35:23,390.71,57,30.39,69,353.86,3.37,06:12:00,18:15:00
1474943419,9/26/2016 12:00:00 AM,16:30:19,411.99,57,30.39,74,339.56,9,06:12:00,18:15:00
1474943119,9/26/2016 12:00:00 AM,16:25:19,432.21,57,30.39,75,13.27,9,06:12:00,18:15:00
1474942821,9/26/2016 12:00:00 AM,16:20:21,452.75,57,30.39,76,39.79,6.75,06:12:00,18:15:00
1474942522,9/26/2016 12:00:00 AM,16:15:22,472.99,57,30.39,77,86.57,5.62,06:12:00,18:15:00
1474942219,9/26/2016 12:00:00 AM,16:10:19,495.46,58,30.39,72,49.65,6.75,06:12:00,18:15:00
1474941620,9/26/2016 12:00:00 AM,16:00:20,536.83,58,30.39,71,49.23,5.62,06:12:00,18:15:00
1474941322,9/26/2016 12:00:00 AM,15:55:22,554.43,58,30.39,72,352.07,6.75,06:12:00,18:15:00
1474941019,9/26/2016 12:00:00 AM,15:50:19,525.69,58,30.39,75,84.17,3.37,06:12:00,18:15:00
1474940721,9/26/2016 12:00:00 AM,15:45:21,609.48,58,30.39,76,35.28,4.5,06:12:00,18:15:00
1474940419,9/26/2016 12:00:00 AM,15:40:19,613.63,58,30.39,76,61.81,6.75,06:12:00,18:15:00
1474940125,9/26/2016 12:00:00 AM,15:35:25,634.57,58,30.39,70,71.06,6.75,06:12:00,18:15:00
1474939824,9/26/2016 12:00:00 AM,15:30:24,652.9,58,30.39,74,15.15,12.37,06:12:00,18:15:00
1474939520,9/26/2016 12:00:00 AM,15:25:20,671.97,58,30.38,78,73.79,10.12,06:12:00,18:15:00
1474939225,9/26/2016 12:00:00 AM,15:20:25,693.57,58,30.39,79,33.35,3.37,06:12:00,18:15:00
1474938922,9/26/2016 12:00:00 AM,15:15:22,702.59,58,30.39,78,59.84,9,06:12:00,18:15:00
1474938624,9/26/2016 12:00:00 AM,15:10:24,787.8,58,30.39,79,33.49,12.37,06:12:00,18:15:00
1474938318,9/26/2016 12:00:00 AM,15:05:18,860.9,58,30.38,79,35.6,14.62,06:12:00,18:15:00
1474938019,9/26/2016 12:00:00 AM,15:00:19,762.08,59,30.39,79,31.03,7.87,06:12:00,18:15:00
1474937719,9/26/2016 12:00:00 AM,14:55:19,781.51,58,30.39,77,347.59,7.87,06:12:00,18:15:00
1474937421,9/26/2016 12:00:00 AM,14:50:21,444.61,59,30.39,80,353.76,12.37,06:12:00,18:15:00
1474937120,9/26/2016 12:00:00 AM,14:45:20,821.37,59,30.39,76,18,9,06:12:00,18:15:00
1474936825,9/26/2016 12:00:00 AM,14:40:25,842.99,59,30.39,75,31.57,7.87,06:12:00,18:15:00
1474936518,9/26/2016 12:00:00 AM,14:35:18,948.23,59,30.38,74,83.27,6.75,06:12:00,18:15:00
1474936223,9/26/2016 12:00:00 AM,14:30:23,888.36,59,30.39,73,95.76,5.62,06:12:00,18:15:00
1474935920,9/26/2016 12:00:00 AM,14:25:20,864.97,59,30.39,72,30.95,5.62,06:12:00,18:15:00
1474935621,9/26/2016 12:00:00 AM,14:20:21,880.19,59,30.39,76,304.89,2.25,06:12:00,18:15:00
1474935319,9/26/2016 12:00:00 AM,14:15:19,1067.04,59,30.39,73,36.41,11.25,06:12:00,18:15:00
1474935022,9/26/2016 12:00:00 AM,14:10:22,968.2,59,30.39,72,5.49,11.25,06:12:00,18:15:00
1474934721,9/26/2016 12:00:00 AM,14:05:21,1024.14,59,30.39,72,71.04,9,06:12:00,18:15:00
1474934424,9/26/2016 12:00:00 AM,14:00:24,1048.97,59,30.4,72,77.04,4.5,06:12:00,18:15:00
1474934121,9/26/2016 12:00:00 AM,13:55:21,620.78,59,30.4,73,24.58,7.87,06:12:00,18:15:00
1474933821,9/26/2016 12:00:00 AM,13:50:21,961.91,59,30.4,72,24.29,9,06:12:00,18:15:00
1474933518,9/26/2016 12:00:00 AM,13:45:18,955.07,59,30.4,72,58.61,3.37,06:12:00,18:15:00
1474933219,9/26/2016 12:00:00 AM,13:40:19,967.77,60,30.4,68,37.38,13.5,06:12:00,18:15:00
1474932918,9/26/2016 12:00:00 AM,13:35:18,975.64,59,30.4,66,329.58,3.37,06:12:00,18:15:00
1474932622,9/26/2016 12:00:00 AM,13:30:22,980.12,59,30.41,67,32.33,7.87,06:12:00,18:15:00
1474932325,9/26/2016 12:00:00 AM,13:25:25,987.8,60,30.41,68,39.69,7.87,06:12:00,18:15:00
1474932021,9/26/2016 12:00:00 AM,13:20:21,995.35,60,30.4,68,359.92,3.37,06:12:00,18:15:00
1474931725,9/26/2016 12:00:00 AM,13:15:25,1000.47,60,30.4,70,87.75,9,06:12:00,18:15:00
1474931423,9/26/2016 12:00:00 AM,13:10:23,1008.65,60,30.41,69,14.71,15.75,06:12:00,18:15:00
1474931119,9/26/2016 12:00:00 AM,13:05:19,1013.84,60,30.41,69,6.91,11.25,06:12:00,18:15:00
1474930821,9/26/2016 12:00:00 AM,13:00:21,1017.12,60,30.41,68,75.81,12.37,06:12:00,18:15:00
1474930520,9/26/2016 12:00:00 AM,12:55:20,1026.57,60,30.41,69,34.13,11.25,06:12:00,18:15:00
1474930220,9/26/2016 12:00:00 AM,12:50:20,1033.68,60,30.41,66,339.4,4.5,06:12:00,18:15:00
1474929925,9/26/2016 12:00:00 AM,12:45:25,1030.61,60,30.41,63,13.74,6.75,06:12:00,18:15:00
1474929627,9/26/2016 12:00:00 AM,12:40:27,1035.75,60,30.42,61,341.03,9,06:12:00,18:15:00
1474929321,9/26/2016 12:00:00 AM,12:35:21,1041.97,60,30.42,62,43.27,12.37,06:12:00,18:15:00
1474929021,9/26/2016 12:00:00 AM,12:30:21,1040.64,60,30.42,66,14.64,11.25,06:12:00,18:15:00
1474922719,9/26/2016 12:00:00 AM,10:45:19,959.96,59,30.45,65,22.24,10.12,06:12:00,18:15:00
1474922425,9/26/2016 12:00:00 AM,10:40:25,950.81,59,30.45,66,29.58,5.62,06:12:00,18:15:00
1474922119,9/26/2016 12:00:00 AM,10:35:19,941.06,58,30.45,66,101.13,6.75,06:12:00,18:15:00
1474921822,9/26/2016 12:00:00 AM,10:30:22,930.18,58,30.45,72,77.44,7.87,06:12:00,18:15:00
1474921522,9/26/2016 12:00:00 AM,10:25:22,918.87,59,30.45,70,27.55,2.25,06:12:00,18:15:00
1474921220,9/26/2016 12:00:00 AM,10:20:20,908.03,59,30.45,69,53.74,12.37,06:12:00,18:15:00
1474920929,9/26/2016 12:00:00 AM,10:15:29,898.27,59,30.45,60,49.31,9,06:12:00,18:15:00
1474920619,9/26/2016 12:00:00 AM,10:10:19,883.91,59,30.45,58,96.26,4.5,06:12:00,18:15:00
1474920332,9/26/2016 12:00:00 AM,10:05:32,874.06,59,30.45,58,75.7,9,06:12:00,18:15:00
1474920022,9/26/2016 12:00:00 AM,10:00:22,860.54,58,30.45,66,80.37,3.37,06:12:00,18:15:00
1474919723,9/26/2016 12:00:00 AM,09:55:23,847.84,58,30.45,65,143.21,6.75,06:12:00,18:15:00
1474919419,9/26/2016 12:00:00 AM,09:50:19,833.84,57,30.45,72,87.81,6.75,06:12:00,18:15:00
1474919118,9/26/2016 12:00:00 AM,09:45:18,821.11,57,30.45,69,91,3.37,06:12:00,18:15:00
1474918826,9/26/2016 12:00:00 AM,09:40:26,805.68,58,30.45,65,2.38,4.5,06:12:00,18:15:00
1474918520,9/26/2016 12:00:00 AM,09:35:20,791.78,57,30.45,66,61.29,10.12,06:12:00,18:15:00
1474918220,9/26/2016 12:00:00 AM,09:30:20,774.42,57,30.45,67,336.17,4.5,06:12:00,18:15:00
1474917926,9/26/2016 12:00:00 AM,09:25:26,757.01,57,30.45,69,61.23,10.12,06:12:00,18:15:00
1474917622,9/26/2016 12:00:00 AM,09:20:22,738.7,57,30.45,70,91.96,4.5,06:12:00,18:15:00
1474917323,9/26/2016 12:00:00 AM,09:15:23,723.83,58,30.45,71,92.37,10.12,06:12:00,18:15:00
1474917026,9/26/2016 12:00:00 AM,09:10:26,707.22,58,30.45,60,339.69,9,06:12:00,18:15:00
1474916720,9/26/2016 12:00:00 AM,09:05:20,687,57,30.45,66,82.98,9,06:12:00,18:15:00
1474916419,9/26/2016 12:00:00 AM,09:00:19,666.03,57,30.45,69,87.03,7.87,06:12:00,18:15:00
1474916124,9/26/2016 12:00:00 AM,08:55:24,650.38,57,30.45,73,65.74,7.87,06:12:00,18:15:00
1474915820,9/26/2016 12:00:00 AM,08:50:20,629.99,57,30.45,78,51.39,7.87,06:12:00,18:15:00
1474915521,9/26/2016 12:00:00 AM,08:45:21,610.68,56,30.45,80,123.21,3.37,06:12:00,18:15:00
1474915223,9/26/2016 12:00:00 AM,08:40:23,591.88,56,30.45,81,43.31,4.5,06:12:00,18:15:00
1474914927,9/26/2016 12:00:00 AM,08:35:27,571.85,55,30.45,85,55.73,3.37,06:12:00,18:15:00
1474914620,9/26/2016 12:00:00 AM,08:30:20,553.27,54,30.44,88,155.97,11.25,06:12:00,18:15:00
1474914324,9/26/2016 12:00:00 AM,08:25:24,532.1,53,30.44,91,134.67,5.62,06:12:00,18:15:00
1474914023,9/26/2016 12:00:00 AM,08:20:23,588.1,53,30.44,92,132.41,3.37,06:12:00,18:15:00
1474913722,9/26/2016 12:00:00 AM,08:15:22,553.49,53,30.44,95,142.06,7.87,06:12:00,18:15:00
1474913423,9/26/2016 12:00:00 AM,08:10:23,193.16,52,30.44,97,142.73,10.12,06:12:00,18:15:00
1474913122,9/26/2016 12:00:00 AM,08:05:22,454.87,52,30.44,98,176.52,3.37,06:12:00,18:15:00
1474912821,9/26/2016 12:00:00 AM,08:00:21,296.19,51,30.44,98,123.01,7.87,06:12:00,18:15:00
1474912522,9/26/2016 12:00:00 AM,07:55:22,405.71,51,30.44,98,110.13,6.75,06:12:00,18:15:00
1474912220,9/26/2016 12:00:00 AM,07:50:20,184.3,50,30.44,97,175.55,6.75,06:12:00,18:15:00
1474911926,9/26/2016 12:00:00 AM,07:45:26,214.77,50,30.44,96,121.84,7.87,06:12:00,18:15:00
1474911621,9/26/2016 12:00:00 AM,07:40:21,169.58,50,30.44,95,172.34,5.62,06:12:00,18:15:00
